1.405	1.410833	1.364896	1.366563	1.363148	1.363148	1.410833	3.50%	2010-11-15	29798400
1.337292	1.360729	1.283021	1.29875	1.295504	1.283021	1.360729	6.06%	2010-11-16	45408000
1.301042	1.330521	1.291667	1.311042	1.307766	1.291667	1.330521	3.01%	2010-11-17	27792000
1.353229	1.399167	1.352188	1.371979	1.36855	1.352188	1.399167	3.47%	2010-11-18	34684800
1.3675	1.385417	1.351875	1.375208	1.371771	1.351875	1.385417	2.48%	2010-11-19	23356800
1.358854	1.411458	1.353229	1.411458	1.407931	1.353229	1.411458	4.30%	2010-11-22	36864000
1.369688	1.373646	1.320833	1.344792	1.341431	1.320833	1.373646	4.00%	2010-11-23	46464000
1.383021	1.434271	1.381354	1.423333	1.419776	1.381354	1.434271	3.83%	2010-11-24	32371200
1.398542	1.425208	1.390313	1.414375	1.41084	1.390313	1.425208	2.51%	2010-11-26	14918400
1.390625	1.40625	1.342917	1.394688	1.391203	1.342917	1.40625	4.72%	2010-11-29	44131200
1.350417	1.367917	1.326563	1.341667	1.338314	1.326563	1.367917	3.12%	2010-11-30	50179200
1.403229	1.448333	1.401042	1.426979	1.423413	1.401042	1.448333	3.38%	2010-12-01	51715200
1.433333	1.476563	1.429688	1.470313	1.466639	1.429688	1.476563	3.28%	2010-12-02	33033600
1.452604	1.487396	1.452083	1.482604	1.478899	1.452083	1.487396	2.43%	2010-12-03	43862400
1.482917	1.488646	1.468021	1.48	1.476301	1.468021	1.488646	1.40%	2010-12-06	24768000
1.534688	1.534792	1.47875	1.481354	1.477652	1.477652	1.534792	3.87%	2010-12-07	41107200
1.496042	1.505625	1.466979	1.501875	1.498122	1.466979	1.505625	2.63%	2010-12-08	23356800
1.526979	1.527292	1.489583	1.503438	1.499681	1.489583	1.527292	2.53%	2010-12-09	24969600
1.51375	1.537813	1.501354	1.535	1.531164	1.501354	1.537813	2.43%	2010-12-10	22051200
1.554271	1.554271	1.515625	1.516979	1.513188	1.513188	1.554271	2.71%	2010-12-13	20188800
1.528958	1.544063	1.512188	1.523333	1.519526	1.512188	1.544063	2.11%	2010-12-14	19219200
1.522083	1.550417	1.494792	1.507813	1.504045	1.494792	1.550417	3.72%	2010-12-15	23894400
1.509375	1.547292	1.5	1.539271	1.535424	1.5	1.547292	3.15%	2010-12-16	21532800
1.544167	1.557292	1.535729	1.543958	1.5401	1.535729	1.557292	1.40%	2010-12-17	15302400
1.552083	1.564583	1.514583	1.548125	1.544256	1.514583	1.564583	3.30%	2010-12-20	31536000
1.566042	1.574375	1.554063	1.573646	1.569713	1.554063	1.574375	1.31%	2010-12-21	8400000
1.573854	1.581771	1.567292	1.575313	1.571376	1.567292	1.581771	0.92%	2010-12-22	10800000
1.567083	1.573438	1.553125	1.563333	1.559426	1.553125	1.573438	1.31%	2010-12-23	9216000
1.550729	1.572917	1.517708	1.563958	1.56005	1.517708	1.572917	3.64%	2010-12-27	16041600
1.575625	1.576979	1.546563	1.557188	1.553297	1.546563	1.576979	1.97%	2010-12-28	15868800
1.570938	1.575208	1.5625	1.566458	1.562543	1.5625	1.575208	0.81%	2010-12-29	11366400
1.567083	1.5675	1.546875	1.554688	1.550803	1.546875	1.5675	1.33%	2010-12-30	7190400
1.55125	1.55125	1.517604	1.540417	1.536567	1.517604	1.55125	2.22%	2010-12-31	12182400
1.581354	1.641771	1.581146	1.61	1.605977	1.581146	1.641771	3.83%	2011-01-03	33379200
1.630208	1.630625	1.576771	1.6075	1.603483	1.576771	1.630625	3.42%	2011-01-04	32880000
1.591563	1.648125	1.589479	1.647396	1.643279	1.589479	1.648125	3.69%	2011-01-05	30720000
1.653229	1.666146	1.643021	1.662292	1.658138	1.643021	1.666146	1.41%	2011-01-06	26131200
1.670729	1.673542	1.610313	1.658438	1.654294	1.610313	1.673542	3.93%	2011-01-07	38102400
1.645833	1.685521	1.634896	1.677083	1.672892	1.634896	1.685521	3.10%	2011-01-10	21513600
1.6975	1.701146	1.667604	1.684792	1.680582	1.667604	1.701146	2.01%	2011-01-11	27484800
1.708125	1.72	1.688438	1.718958	1.714662	1.688438	1.72	1.87%	2011-01-12	33523200
1.725104	1.734896	1.707813	1.724375	1.720066	1.707813	1.734896	1.59%	2011-01-13	32860800
1.723542	1.762292	1.712292	1.761771	1.757368	1.712292	1.762292	2.92%	2011-01-14	15321600
1.716771	1.78125	1.713854	1.775833	1.771395	1.713854	1.78125	3.93%	2011-01-18	34531200
1.784896	1.784896	1.698542	1.716354	1.712065	1.698542	1.784896	5.08%	2011-01-19	37488000
1.695833	1.700104	1.639583	1.677813	1.67362	1.639583	1.700104	3.69%	2011-01-20	47366400
1.702292	1.7125	1.638333	1.639479	1.635382	1.635382	1.7125	4.72%	2011-01-21	26208000
1.648646	1.708646	1.639896	1.707188	1.702922	1.639896	1.708646	4.19%	2011-01-24	21609600
1.684167	1.715417	1.671875	1.713125	1.708844	1.671875	1.715417	2.60%	2011-01-25	23961600
1.724167	1.755833	1.708229	1.739688	1.735341	1.708229	1.755833	2.79%	2011-01-26	24844800
1.760104	1.788021	1.750521	1.773229	1.768798	1.750521	1.788021	2.14%	2011-01-27	27840000
